
 begin log for calibration v12021-02-09
1.65	1.67
1.65	1.68
1.64	1.67
1.64	1.67
1.63	1.67
1.61	1.67
1.62	1.67
1.64	1.67
1.63	1.67
1.52	1.66
1.04	1.60
0.76	1.58
0.78	1.57
0.62	1.56
0.66	1.56
0.53	1.55
0.53	1.55
0.76	1.57
0.86	1.59
0.93	1.59
1.68	1.68
2.40	1.76
2.31	1.75
2.25	1.74
2.18	1.73
2.09	1.73
2.07	1.72
2.04	1.72
1.99	1.71
1.96	1.71
1.94	1.71
1.92	1.71
1.85	1.70
1.80	1.69
1.79	1.69
1.80	1.69
1.79	1.69
1.75	1.69
1.73	1.68
1.27	1.62
0.49	1.54
0.33	1.52
0.41	1.53
0.56	1.55
0.63	1.56
0.66	1.56
0.73	1.57
0.83	1.58
0.91	1.59
1.90	1.71
2.61	1.79
2.44	1.77
2.38	1.76
2.33	1.75
2.26	1.74
2.22	1.74
2.19	1.74
2.16	1.73
2.12	1.73
2.09	1.73
2.11	1.73
2.12	1.73
2.07	1.72
2.03	1.72
2.05	1.72
2.05	1.72
1.99	1.71
1.83	1.69
1.10	1.61
0.63	1.56
0.66	1.56
0.69	1.57
0.77	1.58
0.87	1.59
0.94	1.60
0.98	1.60
1.02	1.60
1.15	1.62
2.80	1.82
3.22	1.86
2.78	1.80
2.61	1.79
2.53	1.78
2.47	1.77
2.39	1.76
2.39	1.76
2.41	1.76
2.39	1.76
2.33	1.75
2.30	1.75
2.30	1.75
2.27	1.75
2.23	1.74
2.21	1.74
2.23	1.74
2.25	1.74
2.06	1.72
1.67	1.67
1.04	1.60
1.02	1.60
0.83	1.58
0.84	1.59
0.92	1.59
0.97	1.60
0.98	1.60
1.11	1.62
2.69	1.80
2.94	1.82
2.65	1.79
2.49	1.77
2.43	1.77
2.34	1.76
2.24	1.74
2.19	1.74
2.18	1.74
2.16	1.73
2.12	1.73
2.08	1.72
2.07	1.72
2.07	1.72
2.04	1.72
2.01	1.72
2.01	1.72
2.00	1.71
1.96	1.71
1.93	1.70
1.93	1.70
1.99	1.71
1.90	1.70
1.64	1.67
1.10	1.61
0.76	1.58
0.76	1.58
0.79	1.58
0.85	1.59
1.55	1.67
2.50	1.77
2.27	1.75
2.14	1.73
2.11	1.73
2.06	1.72
2.03	1.72
1.99	1.71
1.98	1.71
1.96	1.71
1.91	1.70
1.86	1.70
1.84	1.70
1.85	1.70
1.83	1.70
1.79	1.69
1.79	1.69
1.26	1.62
0.50	1.54
0.49	1.54
0.59	1.55
0.56	1.55
0.63	1.56
0.66	1.56
0.69	1.57
0.77	1.58
1.98	1.72
2.52	1.77
2.30	1.75
2.24	1.74
2.20	1.74
2.09	1.73
1.99	1.71
1.98	1.71
1.99	1.72
1.96	1.71
1.92	1.70
1.89	1.70
1.89	1.70
1.90	1.70
1.85	1.70
1.82	1.69
1.81	1.70
1.82	1.70
1.81	1.69
1.79	1.69
1.80	1.69
1.81	1.69
1.69	1.68
1.13	1.61
0.65	1.56
0.70	1.57
0.74	1.57
0.76	1.57
0.71	1.57
0.76	1.58
1.91	1.71
2.28	1.75
2.18	1.74
2.18	1.74
2.18	1.73
1.63	1.67
0.81	1.58
0.67	1.56
0.72	1.57
0.75	1.57
1.02	1.61
2.40	1.77
2.35	1.76
2.28	1.75
2.22	1.74
2.18	1.74
2.14	1.73
2.09	1.73
2.07	1.72
2.09	1.72
2.10	1.73
2.07	1.72
2.05	1.72
2.06	1.72
2.04	1.72
2.00	1.71
1.97	1.71
1.97	1.71
1.97	1.71
1.98	1.71
1.51	1.66
0.86	1.58
0.78	1.58
0.82	1.58
0.85	1.58
0.84	1.58
0.88	1.59
0.93	1.59
0.96	1.60
1.02	1.60
1.08	1.61
1.28	1.64
2.76	1.81
2.68	1.80
2.46	1.77
2.35	1.75
2.30	1.75
2.28	1.75
2.28	1.75
2.30	1.75
2.23	1.74
2.20	1.74
2.20	1.74
2.17	1.73
2.11	1.73
2.10	1.73
2.09	1.73
2.08	1.72
2.03	1.72
2.01	1.71
2.01	1.71
2.00	1.71
1.95	1.71
1.85	1.70
1.84	1.70
1.85	1.70
1.82	1.69
1.79	1.69
1.80	1.69
1.79	1.69
1.74	1.68
1.72	1.68
1.74	1.69
1.77	1.69
1.75	1.69
1.72	1.68
1.72	1.68
1.76	1.69
1.74	1.68
1.71	1.68
1.75	1.69
1.76	1.69
1.76	1.69
1.73	1.68
1.74	1.69
1.77	1.69
1.76	1.69
1.75	1.69
1.74	1.69
1.77	1.69
1.77	1.69
1.75	1.69
1.74	1.69
1.77	1.69
1.77	1.69
1.74	1.69
1.73	1.69
1.75	1.69
1.76	1.69
1.72	1.68
1.70	1.68
1.71	1.68
1.72	1.68
1.70	1.68
1.68	1.68
1.69	1.68
1.71	1.68
1.69	1.68
1.66	1.68
1.68	1.68
1.68	1.68
1.65	1.68
1.64	1.67
1.65	1.68
1.67	1.68
1.66	1.67
1.62	1.67
1.65	1.68
1.69	1.68
1.66	1.67
1.63	1.67
1.61	1.67
1.65	1.67
1.64	1.67
1.62	1.67
1.62	1.67
1.63	1.67
1.64	1.67
1.60	1.67
1.60	1.67
1.62	1.67
1.59	1.67
1.61	1.67
1.63	1.67
1.64	1.67
1.60	1.67
1.60	1.67
1.62	1.67
1.66	1.67
1.64	1.67
1.66	1.67
1.69	1.68
1.72	1.68
1.71	1.68
1.69	1.68
1.71	1.68
1.73	1.68
1.72	1.68
1.72	1.68
1.76	1.69
1.78	1.69
1.75	1.69
1.73	1.68
1.77	1.69
1.79	1.69
1.78	1.69
1.76	1.69
1.78	1.69
1.80	1.69
1.80	1.69
1.77	1.69
1.77	1.69
1.78	1.69
1.76	1.69
1.73	1.68
1.69	1.68
1.70	1.68
1.68	1.68
1.64	1.67
1.63	1.67
1.66	1.68
1.66	1.68
1.65	1.67
1.64	1.67
1.68	1.68
1.71	1.68
1.69	1.68
1.67	1.68
1.70	1.68
1.71	1.68
1.68	1.68
1.67	1.68
1.71	1.68
1.71	1.68
1.67	1.68
1.66	1.68
1.66	1.67
1.65	1.67
1.61	1.67
1.57	1.67
1.59	1.67
1.58	1.67
1.56	1.66
1.54	1.66
1.56	1.67
1.57	1.66
1.54	1.66
1.53	1.66
1.53	1.66
1.55	1.66
1.53	1.66
1.52	1.66
1.54	1.66
1.57	1.67
1.55	1.66
1.53	1.66
1.54	1.66
1.57	1.66
1.55	1.66
1.54	1.66
1.57	1.66
1.60	1.67
1.60	1.67
1.59	1.66
1.61	1.67
1.62	1.67
1.61	1.67
1.58	1.67
1.57	1.66
1.58	1.67
1.59	1.67
1.55	1.66
1.54	1.66
1.58	1.67
1.58	1.67
1.56	1.66
1.57	1.66
1.60	1.67
1.61	1.67
1.59	1.67
1.57	1.67
1.61	1.67
1.61	1.67
1.58	1.66
1.59	1.67
1.62	1.67
1.63	1.67
1.60	1.67
1.60	1.67
1.64	1.67
1.66	1.67
1.64	1.67
1.62	1.67
1.66	1.68
1.67	1.68
1.65	1.67
1.64	1.67
1.65	1.67
1.64	1.67
1.62	1.67
1.60	1.67
1.60	1.67
1.62	1.67
1.63	1.67
1.63	1.67
1.65	1.67
1.69	1.68
1.68	1.67
1.66	1.67
1.69	1.68
1.72	1.68
1.71	1.68
1.70	1.68
1.72	1.68
1.74	1.68
1.72	1.68
1.68	1.68
1.68	1.68
1.69	1.68
1.67	1.68
1.66	1.67
1.67	1.68
1.70	1.68
1.69	1.68
1.68	1.68
1.69	1.68
1.72	1.68
1.73	1.68
1.70	1.68
1.67	1.68
1.70	1.68
1.67	1.67
1.62	1.67
1.62	1.67
1.65	1.67
1.65	1.67
1.64	1.67
1.61	1.67
1.61	1.67
1.60	1.67
1.56	1.66
1.55	1.66
1.55	1.66
1.56	1.67
1.53	1.66
1.52	1.66
1.53	1.66
1.55	1.66
1.56	1.66
1.54	1.66
1.56	1.66
2.10	1.73
3.14	1.85
2.92	1.82
2.59	1.79
2.39	1.76
2.23	1.74
2.15	1.73
2.12	1.73
2.06	1.72
2.00	1.71
1.93	1.70
1.99	1.72
1.94	1.70
1.13	1.61
0.94	1.59
0.89	1.59
0.93	1.59
0.97	1.60
0.99	1.60
1.02	1.60
1.09	1.61
1.12	1.61
1.14	1.62
1.14	1.61
1.16	1.62
1.21	1.62
1.24	1.62
1.22	1.62
1.25	1.63
2.08	1.73
2.46	1.77
2.24	1.74
2.10	1.73
2.06	1.72
2.01	1.71
1.96	1.71
1.96	1.71
1.42	1.65
1.30	1.63
1.03	1.60
0.96	1.60
1.02	1.60
1.11	1.61
1.13	1.61
1.16	1.62
1.20	1.62
1.24	1.62
1.25	1.62
1.26	1.63
1.32	1.64
1.39	1.64
1.39	1.64
1.40	1.64
1.42	1.65
1.45	1.65
1.52	1.66
2.67	1.80
2.77	1.80
2.42	1.77
2.24	1.74
2.16	1.73
2.13	1.73
2.09	1.73
2.07	1.72
2.01	1.71
1.98	1.71
1.99	1.71
1.96	1.71
1.89	1.70
1.88	1.70
1.90	1.70
1.89	1.70
1.85	1.70
1.85	1.70
1.86	1.70
1.88	1.70
1.86	1.70
