time (s)	EOG (volts)0	1.807937743
0.426	2.545937285	
0.428	2.76830396	
0.43	2.249448386	
0.432	1.946514076	
0.434	2.320347906	
0.436	2.661954681	
0.438	2.301011673	
0.44	2.004522774	
0.442	2.210775921	
0.444	2.545937285	
0.446	2.230112154	
0.448	1.811160449	
0.45	1.969073014	
0.452	2.42991989	
0.454	2.243002976	
0.456	1.753151751	
0.458	1.775710689	
0.46	2.297788968	
0.462	2.278452735	
0.464	1.775710689	
0.466	1.63391165	
0.468	2.130208286	
0.47	2.172103456	
0.472	1.621020829	
0.474	1.408322271	
0.476	1.923955138	
0.478	2.120540169	
0.48	1.588793774	
0.482	1.272968643	
0.484	1.643579767	
0.486	1.943291371	
0.488	1.572680247	
0.49	1.173064775	
0.492	1.524339666	
0.494	1.969073014	
0.496	1.688697642	
0.498	1.150505837	
0.5	1.301972992	
0.502	1.775710689	
0.504	1.675806821	
0.506	1.214959945	
0.508	1.311641108	
0.51	1.727370108	
0.512	1.695143053	
0.514	1.195623713	
0.516	1.192401007	
0.518	1.611352712	
0.52	1.71125658	
0.522	1.337422751	
0.524	1.17628748	
0.526	1.492112612	
0.528	1.691920348	
0.53	1.398654154	
0.532	1.076383612	
0.534	1.353536278	
0.536	1.695143053	
0.538	1.527562371	
0.54	1.092497139	
0.542	1.263300526	
0.544	1.653247883	
0.546	1.501780728	
0.548	0.976479744	
0.55	1.115056077	
0.552	1.70481117	
0.554	1.688697642	
0.556	1.066715496	
0.558	1.06349279	
0.56	1.675806821	
0.562	1.727370108	
0.564	1.082829023	
0.566	0.999038682	
0.568	1.637134356	
0.57	1.82405127	
0.572	1.221405356	
0.574	1.005484092	
0.576	1.524339666	
0.578	1.733815518	
0.58	1.266523232	
0.582	0.957143511	
0.584	1.385763333	
0.586	1.66936141	
0.588	1.263300526	
0.59	0.870130465	
0.592	1.173064775	
0.594	1.59201648	
0.596	1.356758984	
0.598	0.9506981	
0.6	1.095719844	
0.602	1.575902953	
0.604	1.456662852	
0.606	0.992593271	
0.608	1.060270085	
0.61	1.59201648	
0.612	1.595239185	
0.614	1.14083772	
0.616	1.066715496	
0.618	1.52111696	
0.62	1.595239185	
0.622	1.137615015	
0.624	0.966811627	
0.626	1.437326619	
0.628	1.624243534	
0.63	1.231073472	
0.632	0.918471046	
0.634	1.256855116	
0.636	1.601684596	
0.638	1.263300526	
0.64	0.863685054	
0.642	1.137615015	
0.644	1.630688945	
0.646	1.430881209	
0.648	0.957143511	
0.65	1.111833371	
0.652	1.688697642	
0.654	1.582348363	
0.656	1.015152209	
0.658	1.060270085	
0.66	1.685474937	
0.662	1.637134356	
0.664	1.082829023	
0.666	1.008706798	
0.668	1.569457542	
0.67	1.63391165	
0.672	1.105387961	
0.674	1.59201648	
0.676	1.044156558	
0.678	0.886243992	
0.68	1.398654154	
0.682	1.55656672	
0.684	1.092497139	
0.686	1.002261387	
0.688	1.430881209	
0.69	1.675806821	
0.692	1.221405356	
0.694	0.921693751	
0.696	1.32453193	
0.698	1.695143053	
0.7	1.363204395	
0.702	1.050601968	
0.704	1.28908217	
0.706	1.82405127	
0.708	1.501780728	
0.71	0.989370565	
0.712	1.134392309	
0.714	1.598461891	
0.716	1.505003433	
0.718	1.079606317	
0.72	1.173064775	
0.722	1.691920348	
0.724	1.604907301	
0.726	1.008706798	
0.728	1.02159762	
0.73	1.563012131	
0.732	1.579125658	
0.734	1.034488441	
0.736	0.963588922	
0.738	1.51467155	
0.74	1.627466239	
0.742	1.102165255	
0.744	0.995815976	
0.746	1.414767681	
0.748	1.811160449	
0.75	1.350313573	
0.752	1.092497139	
0.754	1.385763333	
0.756	1.685474937	
0.758	1.314863813	
0.76	0.960366217	
0.762	1.189178302	
0.764	1.672584115	
0.766	1.501780728	
0.768	1.14083772	
0.77	1.25363241	
0.772	1.708033875	
0.774	1.55656672	
0.776	1.060270085	
0.778	1.156951247	
0.78	1.679029526	
0.782	1.566234836	
0.784	1.066715496	
0.786	1.031265736	
0.788	1.691920348	
0.79	1.756374456	
0.792	1.173064775	
0.794	1.160173953	
0.796	1.598461891	
0.798	1.791824216	
0.8	1.256855116	
0.802	0.999038682	
0.804	1.472776379	
0.806	1.743483635	
0.808	1.379317922	
0.81	1.034488441	
0.812	1.372872511	
0.814	1.843387503	
0.816	1.469553674	
0.818	1.150505837	
0.82	1.314863813	
0.822	1.691920348	
0.824	1.482444495	
0.826	1.02804303	
0.828	1.234296178	
0.83	1.795046921	
0.832	1.582348363	
0.834	1.124724193	
0.836	1.17628748	
0.838	1.714479286	
0.84	1.672584115	
0.842	1.06349279	
0.844	0.953920806	
0.846	1.566234836	
0.848	1.588793774	
0.85	1.024820325	
0.852	0.963588922	
0.854	1.540453193	
0.856	1.71125658	
0.858	1.247186999	
0.86	1.121501488	
0.862	1.495335317	
0.864	1.650025177	
0.866	1.224628061	
0.868	0.944252689	
0.87	1.376095216	
0.872	1.685474937	
0.874	1.234296178	
0.876	0.934584573	
0.878	1.276191348	
0.88	1.785378805	
0.882	1.517894255	
0.884	0.979702449	
0.886	1.205291829	
0.888	1.659693294	
0.89	1.440549325	
0.892	0.9506981	
0.894	1.050601968	
0.896	1.614575418	
0.898	1.55656672	
0.9	1.150505837	
0.902	1.202069123	
0.904	1.611352712	
0.906	1.63391165	
0.908	1.121501488	
0.91	1.050601968	
0.912	1.582348363	
0.914	1.601684596	
0.916	1.102165255	
0.918	1.011929503	
0.92	1.524339666	
0.922	1.74670634	
0.924	1.227850767	
0.926	1.037711147	
0.928	1.44377203	
0.93	1.714479286	
0.932	1.363204395	
0.934	1.015152209	
0.936	1.305195697	
0.938	1.720924697	
0.94	1.498558022	
0.942	1.134392309	
0.944	1.282636759	
0.946	1.672584115	
0.948	1.543675898	
0.95	1.09894255	
0.952	1.308418402	
0.954	1.733815518	
0.956	1.604907301	
0.958	1.111833371	
0.96	1.153728542	
0.962	1.749929046	
0.964	1.662915999	
0.966	1.108610666	
0.968	1.111833371	
0.97	1.575902953	
0.972	1.788601511	
0.974	1.260077821	
0.976	1.092497139	
0.978	1.55656672	
0.98	1.737038224	
0.982	1.3664271	
0.984	1.066715496	
0.986	1.40187686	
0.988	1.759597162	
0.99	1.417990387	
0.992	1.134392309	
0.994	1.359981689	
0.996	1.778933394	
0.998	1.582348363	
1	1.131169604	
1.002	1.311641108	
1.004	1.769265278	
1.006	1.640357061	
1.008	1.147283131	
1.01	1.214959945	
1.012	1.811160449	
1.014	1.608130007	
1.016	1.108610666	
1.018	1.285859464	
1.02	1.74670634	
1.022	1.66936141	
1.024	1.202069123	
1.026	1.25363241	
1.028	1.7821561	
1.03	1.753151751	
1.032	1.224628061	
1.034	1.17628748	
1.036	1.675806821	
1.038	1.830496681	
1.04	1.32453193	
1.042	1.21173724	
1.044	1.698365759	
1.046	1.901396201	
1.048	1.47922179	
1.05	1.156951247	
1.052	1.540453193	
1.054	1.914287022	
1.056	1.563012131	
1.058	1.198846418	
1.06	1.437326619	
1.062	1.93684596	
1.064	1.646802472	
1.066	1.21818265	
1.068	1.437326619	
1.07	1.872391852	
1.072	1.70481117	
1.074	1.272968643	
1.076	1.372872511	
1.078	1.856278325	
1.08	1.762819867	
1.082	1.347090867	
1.084	1.392208743	
1.086	1.856278325	
1.088	1.869169146	
1.09	1.337422751	
1.092	1.263300526	
1.094	1.70481117	
1.096	1.82405127	
1.098	1.372872511	
1.1	1.173064775	
1.102	1.595239185	
1.104	1.89495079	
1.106	1.469553674	
1.108	1.208514534	
1.11	1.55656672	
1.112	1.904618906	
1.114	1.527562371	
1.116	1.108610666	
1.118	1.417990387	
1.12	1.840164797	
1.122	1.579125658	
1.124	1.260077821	
1.126	1.376095216	
1.128	1.856278325	
1.13	1.74670634	
1.132	1.263300526	
1.134	1.318086519	
1.136	1.875614557	
1.138	1.827273976	
1.14	1.321309224	
1.142	1.237518883	
1.144	1.865946441	
1.146	1.940068666	
1.148	1.392208743	
1.15	1.21818265	
1.152	1.659693294	
1.154	1.856278325	
1.156	1.534007782	
1.158	1.237518883	
1.16	1.563012131	
1.162	1.853055619	
1.164	1.59201648	
1.166	1.314863813	
1.168	1.51467155	
1.17	1.885282673	
1.172	1.59201648	
1.174	1.182732891	
1.176	1.427658503	
1.178	1.875614557	
1.18	1.740260929	
1.182	1.224628061	
1.184	1.32453193	
1.186	2.00774548	
1.188	1.956182193	
1.19	1.231073472	
1.192	1.472776379	
1.194	1.882059968	
1.196	1.608130007	
1.198	1.185955596	
1.2	1.411544976	
1.202	1.869169146	
1.204	1.756374456	
1.206	1.28908217	
1.208	1.398654154	
1.21	1.833719387	
1.212	1.679029526	
1.214	1.250409705	
1.216	1.385763333	
1.218	1.833719387	
1.22	1.788601511	
1.222	1.285859464	
1.224	1.247186999	
1.226	1.843387503	
1.228	1.872391852	
1.23	1.353536278	
1.232	1.208514534	
1.234	1.627466239	
1.236	1.991631952	
1.238	1.495335317	
1.24	1.240741588	
1.242	1.595239185	
1.244	1.885282673	
1.246	1.585571069	
1.248	1.25363241	
1.25	1.534007782	
1.252	1.875614557	
1.254	1.624243534	
1.256	1.292304875	
1.258	1.482444495	
1.26	1.85950103	
1.262	1.691920348	
1.264	1.173064775	
1.266	1.269745937	
1.268	1.775710689	
1.27	1.727370108	
1.272	1.234296178	
1.274	1.240741588	
1.276	1.927177844	
1.278	1.933623255	
1.28	1.363204395	
1.282	1.250409705	
1.284	1.740260929	
1.286	1.962627604	
1.288	1.434103914	
1.29	1.198846418	
1.292	1.611352712	
1.294	1.833719387	
1.296	1.527562371	
1.298	1.247186999	
1.3	1.550121309	
1.302	1.882059968	
1.304	1.640357061	
1.306	1.353536278	
1.308	1.530785077	
1.31	1.901396201	
1.312	1.688697642	
1.314	1.234296178	
1.316	1.327754635	
1.318	1.804715038	
1.32	1.753151751	
1.322	1.263300526	
1.324	1.285859464	
1.326	1.849832914	
1.328	1.907841611	
1.33	1.33097734	
1.332	1.250409705	
1.334	1.720924697	
1.336	1.898173495	
1.338	1.463108263	
1.34	1.263300526	
1.342	1.646802472	
1.344	1.865946441	
1.346	1.517894255	
1.348	1.363204395	
1.35	1.66936141	
1.352	1.89495079	
1.354	1.569457542	
1.356	1.301972992	
1.358	1.537230488	
1.36	1.888505379	
1.362	1.653247883	
1.364	1.260077821	
1.366	1.492112612	
1.368	1.991631952	
1.37	1.807937743	
1.372	1.311641108	
1.374	1.392208743	
1.376	1.985186542	
1.378	2.004522774	
1.38	1.408322271	
1.382	1.353536278	
1.384	1.856278325	
1.386	1.917509728	
1.388	1.475999084	
1.39	1.33097734	
1.392	1.82405127	
1.394	1.949736782	
1.396	1.52111696	
1.398	1.437326619	
1.4	1.749929046	
1.402	2.017413596	
1.404	1.59201648	
1.406	1.282636759	
1.408	1.601684596	
1.41	1.917509728	
1.412	1.59201648	
1.414	1.272968643	
1.416	1.546898604	
1.418	2.04964065	
1.42	1.727370108	
1.422	1.353536278	
1.424	1.559789425	
1.426	1.959404898	
1.428	1.74670634	
1.43	1.269745937	
1.432	1.379317922	
1.434	1.865946441	
1.436	1.733815518	
1.438	1.3664271	
1.44	1.446994736	
1.442	1.965850309	
1.444	1.878837263	
1.446	1.388986038	
1.448	1.430881209	
1.45	1.901396201	
1.452	1.853055619	
1.454	1.356758984	
1.456	1.292304875	
1.458	1.888505379	
1.46	1.965850309	
1.462	1.446994736	
1.464	1.347090867	
1.466	1.724147402	
1.468	2.017413596	
1.47	1.546898604	
1.472	1.224628061	
1.474	1.588793774	
1.476	1.849832914	
1.478	1.627466239	
1.48	1.321309224	
1.482	1.595239185	
1.484	1.898173495	
1.486	1.588793774	
1.488	1.372872511	
1.49	1.608130007	
1.492	1.907841611	
1.494	1.650025177	
1.496	1.214959945	
1.498	1.495335317	
1.5	1.998077363	
1.502	1.778933394	
1.504	1.227850767	
1.506	1.327754635	
1.508	1.985186542	
1.51	1.998077363	
1.512	1.3664271	
1.514	1.28908217	
1.516	1.788601511	
1.518	1.885282673	
1.52	1.417990387	
1.522	1.282636759	
1.524	1.724147402	
1.526	1.869169146	
1.528	1.47922179	
1.53	1.475999084	
1.532	1.788601511	
1.534	1.917509728	
1.536	1.453440146	
1.538	1.305195697	
1.54	1.730592813	
1.542	1.901396201	
1.544	1.482444495	
1.546	1.214959945	
1.548	1.637134356	
1.55	2.036749828	
1.552	1.624243534	
1.554	1.353536278	
1.556	1.608130007	
1.558	2.01419089	
1.56	1.675806821	
1.562	1.340645457	
1.564	1.579125658	
1.566	1.917509728	
1.568	1.71125658	
1.57	1.353536278	
1.572	1.52111696	
1.574	1.985186542	
1.576	1.74670634	
1.578	1.363204395	
1.58	1.495335317	
1.582	1.998077363	
1.584	1.840164797	
1.586	1.314863813	
1.588	1.347090867	
1.59	1.911064317	
1.592	1.843387503	
1.594	1.372872511	
1.596	1.353536278	
1.598	1.875614557	
1.6	1.940068666	
1.602	1.472776379	
1.604	1.356758984	
1.606	1.820828565	
1.608	1.988409247	
1.61	1.485667201	
1.612	1.33097734	
1.614	1.698365759	
1.616	1.907841611	
1.618	1.469553674	
1.62	1.234296178	
1.622	1.604907301	
1.624	1.933623255	
1.626	1.585571069	
1.628	1.266523232	
1.63	1.582348363	
1.632	1.969073014	
1.634	1.695143053	
1.636	1.321309224	
1.638	1.575902953	
1.64	2.023859007	
1.642	1.82405127	
1.644	1.363204395	
1.646	1.47922179	
1.648	1.959404898	
1.65	1.878837263	
1.652	1.321309224	
1.654	1.414767681	
1.656	1.988409247	
1.658	1.988409247	
1.66	1.430881209	
1.662	1.385763333	
1.664	1.869169146	
1.666	1.904618906	
1.668	1.463108263	
1.67	1.382540627	
1.672	1.869169146	
1.674	2.00774548	
1.676	1.524339666	
1.678	1.411544976	
1.68	1.785378805	
1.682	2.01419089	
1.684	1.617798123	
1.686	1.376095216	
1.688	1.672584115	
1.69	2.00774548	
1.692	1.688697642	
1.694	1.343868162	
1.696	1.55656672	
1.698	1.981963836	
1.7	1.791824216	
1.702	1.321309224	
1.704	1.456662852	
1.706	1.97229572	
1.708	1.901396201	
1.71	1.437326619	
1.712	1.47922179	
1.714	1.927177844	
1.716	1.869169146	
1.718	1.369649805	
1.72	1.347090867	
1.722	1.82405127	
1.724	1.962627604	
1.726	1.472776379	
1.728	1.388986038	
1.73	1.827273976	
1.732	2.017413596	
1.734	1.585571069	
1.736	1.305195697	
1.738	1.666138705	
1.74	2.020636301	
1.742	1.650025177	
1.744	1.408322271	
1.746	1.659693294	
1.748	2.036749828	
1.75	1.830496681	
1.752	1.359981689	
1.754	1.505003433	
1.756	2.01419089	
1.758	1.891728084	
1.76	1.392208743	
1.762	1.398654154	
1.764	2.027081712	
1.766	1.988409247	
1.768	1.437326619	
1.77	1.392208743	
1.772	1.89495079	
1.774	1.981963836	
1.776	1.488889906	
1.778	1.395431449	
1.78	1.801492332	
1.782	1.994854658	
1.784	1.682252232	
1.786	1.453440146	
1.788	1.762819867	
1.79	2.062531472	
1.792	1.717701991	
1.794	1.395431449	
1.796	1.650025177	
1.798	2.046417945	
1.8	1.814383154	
1.802	1.353536278	
1.804	1.546898604	
1.806	2.114094759	
1.808	1.956182193	
1.81	1.40187686	
1.812	1.469553674	
1.814	2.052863355	
1.816	2.114094759	
1.818	1.492112612	
1.82	1.392208743	
1.822	1.917509728	
1.824	2.036749828	
1.826	1.572680247	
1.828	1.40187686	
1.83	1.849832914	
1.832	2.091535821	
1.834	1.708033875	
1.836	1.553344015	
1.838	1.769265278	
1.84	2.052863355	
1.842	1.74670634	
1.844	1.382540627	
1.846	1.685474937	
1.848	2.101203937	
1.85	1.856278325	
1.852	1.398654154	
1.854	1.534007782	
1.856	2.16243534	
1.858	1.952959487	
1.86	1.405099565	
1.862	1.47922179	
1.864	1.994854658	
1.866	2.078644999	
1.868	1.524339666	
1.87	1.437326619	
1.872	1.923955138	
1.874	2.00774548	
1.876	1.662915999	
1.878	1.508226139	
1.88	1.872391852	
1.882	2.075422293	
1.884	1.666138705	
1.886	1.534007782	
1.888	1.853055619	
1.89	2.110872053	
1.892	1.749929046	
1.894	1.405099565	
1.896	1.785378805	
1.898	2.265561913	
1.9	1.985186542	
1.902	1.446994736	
1.904	1.598461891	
1.906	2.246225681	
1.908	2.104426642	
1.91	1.488889906	
1.912	1.498558022	
1.914	2.081867704	
1.916	2.152767224	
1.918	1.66936141	
1.92	1.550121309	
1.922	2.017413596	
1.924	2.091535821	
1.926	1.650025177	
1.928	1.582348363	
1.93	1.956182193	
1.932	2.149544518	
1.934	1.71125658	
1.936	1.47922179	
1.938	1.865946441	
1.94	2.181771572	
1.942	1.833719387	
1.944	1.40187686	
1.946	1.682252232	
1.948	2.262339208	
1.95	1.978741131	
1.952	1.463108263	
1.954	1.611352712	
1.956	2.143099107	
1.958	2.062531472	
1.96	1.55656672	
1.962	1.553344015	
1.964	2.052863355	
1.966	2.059308766	
1.968	1.505003433	
1.97	1.534007782	
1.972	1.991631952	
1.974	2.097981231	
1.976	1.630688945	
1.978	1.440549325	
1.98	1.946514076	
1.982	2.175326162	
1.984	1.727370108	
1.986	1.424435798	
1.988	1.70481117	
1.99	2.143099107	
1.992	1.811160449	
1.994	1.395431449	
1.996	1.601684596	
1.998	2.146321813	
2	1.914287022	
2.002	1.388986038	
2.004	1.534007782	
2.006	2.017413596	
2.008	1.952959487	
2.01	1.505003433	
2.012	1.495335317	
2.014	2.01419089	
2.016	2.01419089	
2.018	1.611352712	
2.02	1.595239185	
2.022	2.036749828	
2.024	2.094758526	
2.026	1.572680247	
2.028	1.353536278	
2.03	1.82405127	
2.032	2.16243534	
2.034	1.727370108	
2.036	1.40187686	
2.038	1.769265278	
2.04	2.175326162	
2.042	1.817605859	
2.044	1.414767681	
2.046	1.666138705	
2.048	2.133430991	
2.05	1.93684596	
2.052	1.485667201	
2.054	1.608130007	
2.056	2.08509041	
2.058	1.949736782	
2.06	1.463108263	
2.062	1.472776379	
2.064	2.004522774	
2.066	2.030304417	
2.068	1.459885557	
2.07	1.430881209	
2.072	1.952959487	
2.074	2.091535821	
2.076	1.575902953	
2.078	1.3664271	
2.08	1.814383154	
2.082	2.08509041	
2.084	1.650025177	
2.086	1.353536278	
2.088	1.682252232	
2.09	2.04964065	
2.092	1.756374456	
2.094	1.359981689	
2.096	1.611352712	
2.098	2.075422293	
2.1	1.888505379	
2.102	1.450217441	
2.104	1.546898604	
2.106	2.039972534	
2.108	1.946514076	
2.11	1.47922179	
2.112	1.492112612	
2.114	1.959404898	
2.116	2.020636301	
2.118	1.546898604	
2.12	1.498558022	
2.122	1.956182193	
2.124	1.998077363	
2.126	1.501780728	
2.128	1.337422751	
2.13	1.827273976	
2.132	2.146321813	
2.134	1.653247883	
2.136	1.311641108	
2.138	1.66936141	
2.14	2.143099107	
2.142	1.775710689	
2.144	1.318086519	
2.146	1.55656672	
2.148	2.00774548	
2.15	1.804715038	
2.152	1.347090867	
2.154	1.450217441	
2.156	1.969073014	
2.158	1.914287022	
2.16	1.417990387	
2.162	1.430881209	
2.164	1.927177844	
2.166	1.959404898	
2.168	1.453440146	
2.17	1.417990387	
2.172	1.933623255	
2.174	2.056086061	
2.176	1.546898604	
2.178	1.372872511	
2.18	1.817605859	
2.182	2.120540169	
2.184	1.637134356	
2.186	1.337422751	
2.188	1.675806821	
2.19	2.059308766	
2.192	1.804715038	
2.194	1.337422751	
2.196	1.508226139	
2.198	2.010968185	
2.2	1.830496681	
2.202	1.459885557	
2.204	1.572680247	
2.206	2.081867704	
2.208	1.969073014	
2.21	1.437326619	
2.212	1.505003433	
2.214	1.998077363	
2.216	1.991631952	
2.218	1.482444495	
2.22	1.388986038	
2.222	2.01419089	
2.224	2.133430991	
2.226	1.624243534	
2.228	1.430881209	
2.23	1.840164797	
2.232	2.213998627	
2.234	1.74670634	
2.236	1.392208743	
2.238	1.730592813	
2.24	2.056086061	
2.242	1.740260929	
2.244	1.318086519	
2.246	1.611352712	
2.248	2.101203937	
2.25	1.917509728	
2.252	1.472776379	
2.254	1.55656672	
2.256	2.159212634	
2.258	2.08509041	
2.26	1.527562371	
2.262	1.617798123	
2.264	2.059308766	
2.266	2.043195239	
2.268	1.550121309	
2.27	1.453440146	
2.272	2.078644999	
2.274	2.136653696	
2.276	1.643579767	
2.278	1.550121309	
2.28	1.89495079	
2.282	2.230112154	
2.284	1.730592813	
2.286	1.417990387	
2.288	1.759597162	
2.29	2.081867704	
2.292	1.798269627	
2.294	1.353536278	
2.296	1.598461891	
2.298	2.133430991	
2.3	1.875614557	
2.302	1.511448844	
2.304	1.604907301	
2.306	2.046417945	
2.308	1.891728084	
2.31	1.353536278	
2.312	1.450217441	
2.314	1.969073014	
2.316	1.930400549	
2.318	1.424435798	
2.32	1.3664271	
2.322	1.933623255	
2.324	2.046417945	
2.326	1.434103914	
2.328	1.266523232	
2.33	1.804715038	
2.332	1.97229572	
2.334	1.508226139	
2.336	1.266523232	
2.338	1.727370108	
2.34	2.020636301	
2.342	1.621020829	
2.344	1.434103914	
2.346	1.695143053	
2.348	2.059308766	
2.35	1.727370108	
2.352	1.308418402	
2.354	1.595239185	
2.356	2.065754177	
2.358	1.833719387	
2.36	1.292304875	
2.362	1.517894255	
2.364	2.175326162	
2.366	1.994854658	
2.368	1.385763333	
2.37	1.427658503	
2.372	2.01419089	
2.374	2.072199588	
2.376	1.534007782	
2.378	1.446994736	
2.38	1.927177844	
2.382	2.020636301	
2.384	1.627466239	
2.386	1.40187686	
2.388	1.827273976	
2.39	2.039972534	
2.392	1.601684596	
2.394	1.498558022	
2.396	1.811160449	
2.398	2.091535821	
2.4	1.672584115	
2.402	1.32453193	
2.404	1.71125658	
2.406	2.088313115	
2.408	1.820828565	
2.41	1.40187686	
2.412	1.608130007	
2.414	2.217221332	
2.416	1.975518425	
2.418	1.427658503	
2.42	1.463108263	
2.422	2.001300069	
2.424	1.952959487	
2.426	1.405099565	
2.428	1.469553674	
2.43	1.975518425	
2.432	2.010968185	
2.434	1.550121309	
2.436	1.488889906	
2.438	1.969073014	
2.44	1.994854658	
2.442	1.508226139	
2.444	1.453440146	
2.446	1.917509728	
2.448	2.107649348	
2.45	1.672584115	
2.452	1.40187686	
2.454	1.865946441	
2.456	2.201107805	
2.458	1.74670634	
2.46	1.466330968	
2.462	1.766042573	
2.464	2.175326162	
2.466	1.853055619	
2.468	1.385763333	
2.47	1.614575418	
2.472	2.075422293	
2.474	1.920732433	
2.476	1.453440146	
2.478	1.575902953	
2.48	2.130208286	
2.482	2.020636301	
2.484	1.546898604	
2.486	1.601684596	
2.488	2.088313115	
2.49	2.020636301	
2.492	1.463108263	
2.494	1.466330968	
2.496	2.010968185	
2.498	2.046417945	
2.5	1.566234836	
2.502	1.47922179	
2.504	1.930400549	
2.506	2.143099107	
2.508	1.595239185	
2.51	1.376095216	
2.512	1.791824216	
2.514	2.020636301	
2.516	1.640357061	
2.518	1.395431449	
2.52	1.820828565	
2.522	2.075422293	
2.524	1.698365759	
2.526	1.376095216	
2.528	1.695143053	
2.53	2.097981231	
2.532	1.788601511	
2.534	1.3664271	
2.536	1.543675898	
2.538	2.00774548	
2.54	1.891728084	
2.542	1.440549325	
2.544	1.508226139	
2.546	2.039972534	
2.548	1.959404898	
2.55	1.475999084	
2.552	1.537230488	
2.554	2.046417945	
2.556	2.033527123	
2.558	1.501780728	
2.56	1.463108263	
2.562	1.952959487	
2.564	2.010968185	
2.566	1.501780728	
2.568	1.392208743	
2.57	1.849832914	
2.572	2.110872053	
2.574	1.653247883	
2.576	1.446994736	
2.578	1.775710689	
2.58	2.075422293	
2.582	1.688697642	
2.584	1.337422751	
2.586	1.666138705	
2.588	2.043195239	
2.59	1.807937743	
2.592	1.434103914	
2.594	1.608130007	
2.596	2.065754177	
2.598	1.885282673	
2.6	1.395431449	
2.602	1.51467155	
2.604	2.030304417	
2.606	1.920732433	
2.608	1.379317922	
2.61	1.408322271	
2.612	1.994854658	
2.614	2.039972534	
2.616	1.534007782	
2.618	1.398654154	
2.62	1.862723735	
2.622	1.991631952	
2.624	1.543675898	
2.626	1.430881209	
2.628	1.775710689	
2.63	2.020636301	
2.632	1.698365759	
2.634	1.395431449	
2.636	1.70481117	
2.638	2.04964065	
2.64	1.74670634	
2.642	1.424435798	
2.644	1.637134356	
2.646	2.08509041	
2.648	1.801492332	
2.65	1.359981689	
2.652	1.566234836	
2.654	2.020636301	
2.656	1.830496681	
2.658	1.353536278	
2.66	1.495335317	
2.662	2.023859007	
2.664	1.940068666	
2.666	1.427658503	
2.668	1.411544976	
2.67	1.943291371	
2.672	1.97229572	
2.674	1.47922179	
2.676	1.408322271	
2.678	1.85950103	
2.68	1.991631952	
2.682	1.559789425	
2.684	1.501780728	
2.686	1.891728084	
2.688	2.033527123	
2.69	1.608130007	
2.692	1.398654154	
2.694	1.82405127	
2.696	2.062531472	
2.698	1.714479286	
2.7	1.434103914	
2.702	1.720924697	
2.704	2.1978851	
2.706	1.89495079	
2.708	1.437326619	
2.71	1.534007782	
2.712	2.004522774	
2.714	1.914287022	
2.716	1.437326619	
2.718	1.537230488	
2.72	1.991631952	
2.722	1.962627604	
2.724	1.563012131	
2.726	1.566234836	
2.728	2.010968185	
2.73	1.994854658	
2.732	1.524339666	
2.734	1.44377203	
2.736	1.872391852	
2.738	2.08509041	
2.74	1.63391165	
2.742	1.450217441	
2.744	1.907841611	
2.746	2.233334859	
2.748	1.788601511	
2.75	1.440549325	
2.752	1.727370108	
2.754	2.16243534	
2.756	1.878837263	
2.758	1.466330968	
2.76	1.688697642	
2.762	2.123762875	
2.764	1.93684596	
2.766	1.595239185	
2.768	1.656470588	
2.77	2.117317464	
2.772	2.062531472	
2.774	1.588793774	
2.776	1.617798123	
2.778	2.072199588	
2.78	2.062531472	
2.782	1.575902953	
2.784	1.505003433	
2.786	2.149544518	
2.788	2.233334859	
2.79	1.688697642	
2.792	1.51467155	
2.794	1.940068666	
2.796	2.249448386	
2.798	1.7821561	
2.8	1.51467155	
2.802	1.849832914	
2.804	2.175326162	
2.806	1.962627604	
2.808	1.608130007	
2.81	1.820828565	
2.812	2.201107805	
2.814	1.962627604	
2.816	1.672584115	
2.818	1.769265278	
2.82	2.191439689	
2.822	2.046417945	
2.824	1.540453193	
2.826	1.650025177	
2.828	2.152767224	
2.83	2.143099107	
2.832	1.659693294	
2.834	1.588793774	
2.836	2.207553216	
2.838	2.281675441	
2.84	1.740260929	
2.842	1.575902953	
2.844	1.956182193	
2.846	2.213998627	
2.848	1.791824216	
2.85	1.569457542	
2.852	1.882059968	
2.854	2.149544518	
2.856	1.940068666	
2.858	1.659693294	
2.86	1.827273976	
2.862	2.210775921	
2.864	1.969073014	
2.866	1.608130007	
2.868	1.788601511	
2.87	2.175326162	
2.872	2.030304417	
2.874	1.553344015	
2.876	1.646802472	
2.878	2.220444038	
2.88	2.168880751	
2.882	1.679029526	
2.884	1.614575418	
2.886	2.107649348	
2.888	2.284898146	
2.89	1.74670634	
2.892	1.572680247	
2.894	1.97229572	
2.896	2.181771572	
2.898	1.798269627	
2.9	1.534007782	
2.902	1.865946441	
2.904	2.213998627	
2.906	1.885282673	
2.908	1.720924697	
2.91	1.885282673	
2.912	2.226889448	
2.914	1.940068666	
2.916	1.505003433	
2.918	1.63391165	
2.92	2.130208286	
2.922	2.046417945	
2.924	1.553344015	
2.926	1.614575418	
2.928	2.165658045	
2.93	2.139876402	
2.932	1.627466239	
2.934	1.508226139	
2.936	1.985186542	
2.938	2.188216983	
2.94	1.682252232	
2.942	1.553344015	
2.944	1.885282673	
2.946	2.075422293	
2.948	1.74670634	
2.95	1.572680247	
2.952	1.911064317	
2.954	2.20433051	
2.956	1.869169146	
2.958	1.585571069	
2.96	1.762819867	
2.962	2.149544518	
2.964	1.933623255	
2.966	1.495335317	
