

 begin log for calibration v12021-02-03
1.66	0.70
1.11	0.70
1.32	0.01
1.31	0.04
1.41	0.68
1.36	0.15
1.40	0.01
1.28	0.70
1.41	0.62
1.65	0.00
1.61	0.49
1.71	0.69
1.71	0.10
1.60	0.02
1.66	0.70
1.70	0.62
1.60	0.00
1.55	0.46
1.71	0.69
1.21	0.06
1.32	0.03
1.31	0.67
1.38	0.29
1.31	0.00
1.39	0.66
1.74	0.70
1.69	0.00
1.63	0.23
1.71	0.68
1.76	0.15
1.62	0.02
1.72	0.68
1.71	0.04
1.60	0.02
1.65	0.68
1.75	0.42
1.62	0.00
0.96	0.59
1.13	0.65
1.33	0.00
1.32	0.03
1.36	0.68
1.72	0.29
1.61	0.01
1.63	0.66
1.75	0.68
1.68	0.00
1.61	0.22
1.73	0.68
1.72	0.20
1.61	0.01
1.66	0.69
1.76	0.65
1.67	0.00
1.64	0.43
1.76	0.69
1.74	0.05
1.32	0.04
